product_id,cmno,name,category_id,category,is_main,is_protein,price,calories,protein,fat,carb,sugar,sodium,n_servings,price_source
1,0558422,鹽蔥燒肉飯糰,1,壽司手卷飯糰,1,1,49,174.0,5.7,3.2,30.8,0.0,349.0,1,tier
2,0612008,鮪魚飯糰,1,壽司手卷飯糰,1,1,49,188.0,5.0,4.3,32.0,0.8,195.0,1,tier
3,0615010,雞肉飯飯糰,1,壽司手卷飯糰,1,1,49,181.0,5.1,3.5,32.3,1.1,294.0,1,tier
4,0775379,壹號醬炙烤牛飯糰,1,壽司手卷飯糰,1,1,59,191.0,4.7,2.8,36.5,3.8,396.0,1,tier
5,0843029,麻油雞飯糰,1,壽司手卷飯糰,1,1,69,319.0,9.9,11.2,44.7,1.4,829.0,1,tier
6,0909839,碳烤燒肉飯飯糰,1,壽司手卷飯糰,1,1,49,184.0,5.8,2.9,33.6,2.2,338.0,1,tier
7,0943518,大口蒜味香腸燒肉雙拼飯糰,1,壽司手卷飯糰,1,1,79,392.0,12.7,10.5,61.9,3.3,1023.0,1,tier
8,0954525,淡麗清酒蒸蛤蜊烤飯糰,1,壽司手卷飯糰,1,0,69,177.0,5.3,2.6,33.0,0.0,349.0,1,tier
9,0984449,大口義式香草雞腿排飯糰,1,壽司手卷飯糰,1,1,79,356.0,15.8,12.4,45.6,1.5,818.0,1,tier
10,1080915,芝麻香鬆飯糰(植覺生活),1,壽司手卷飯糰,1,0,49,229.0,5.6,6.0,38.1,9.0,211.0,1,tier
11,1108529,明太子龍蝦風味沙拉飯糰,1,壽司手卷飯糰,1,1,49,185.0,4.3,4.2,32.3,0.9,329.0,1,tier
12,1123941,贅澤鮭魚肚飯糰,1,壽司手卷飯糰,1,1,69,173.0,6.3,3.3,29.5,0.0,277.0,1,tier
13,1166915,大口日式塔塔醬蝦排飯糰,1,壽司手卷飯糰,1,1,79,417.0,10.5,20.1,48.7,4.9,551.0,1,tier
14,1169404,糖燻野郎起司炙燒牛烤飯糰,1,壽司手卷飯糰,1,1,69,222.0,6.1,5.1,37.9,4.3,353.0,1,tier
15,1179792,蔬食鮪魚飯糰(植覺生活),1,壽司手卷飯糰,1,1,49,186.0,4.5,3.8,33.4,1.7,370.0,1,tier
16,1179829,大口歐風焙煎咖哩漢堡排飯糰,1,壽司手卷飯糰,1,1,79,378.0,13.4,14.8,48.1,3.2,638.0,1,tier
17,1194887,熟成紅鮭飯糰,1,壽司手卷飯糰,1,1,69,164.0,5.6,2.1,30.5,0.0,442.0,1,tier
18,1195097,北海道秋鮭親子飯糰,1,壽司手卷飯糰,1,1,69,186.0,5.6,4.7,30.4,0.0,268.0,1,tier
19,1197299,三杯醬爆菇菇飯糰(植覺生活),1,壽司手卷飯糰,1,0,49,162.0,4.2,1.8,32.2,1.0,326.0,1,tier
20,1234683,經典肉鬆飯糰,1,壽司手卷飯糰,1,1,49,223.0,6.4,5.3,37.2,2.3,254.0,1,tier
21,1235889,大飯糰韓式蒜烤豬五花,1,壽司手卷飯糰,1,1,40,222.0,5.3,4.3,40.7,1.0,303.0,1,curated
22,1269470,兩粒飯糰(鮪魚、焦糖鮭魚),1,壽司手卷飯糰,1,1,69,346.0,6.9,7.9,61.8,1.3,636.0,1,tier
23,1317744,大口起司熔岩白醬炸魚飯糰,1,壽司手卷飯糰,1,1,79,404.0,12.3,15.3,54.1,1.9,599.0,1,tier
24,1330605,鮭魚奶油醬油飯糰,1,壽司手卷飯糰,1,1,49,172.0,4.5,1.9,34.2,0.6,274.0,1,tier
25,1395639,煙燻培根飯糰,1,壽司手卷飯糰,1,0,49,159.0,4.2,2.2,30.7,0.6,231.0,1,tier
26,1406585,鮮蝦旬彩炊飯飯糰,1,壽司手卷飯糰,1,1,40,157.0,4.1,1.1,32.9,3.3,436.0,1,curated
27,1416946,溏心蛋五目飯糰,1,壽司手卷飯糰,1,1,59,164.0,2.9,2.4,32.8,0.7,501.0,1,tier
28,1417706,鹽蔥生鮭飯糰,1,壽司手卷飯糰,1,1,69,155.0,5.1,1.9,29.4,0.0,303.0,1,tier
29,1417710,鹽水G絲飯糰,1,壽司手卷飯糰,1,0,49,164.0,4.7,2.1,31.5,0.0,283.0,1,tier
30,1417724,山葵章魚飯糰,1,壽司手卷飯糰,1,1,69,152.0,4.4,0.7,32.0,0.0,243.0,1,tier
31,1417738,柚檸海灣貝飯糰,1,壽司手卷飯糰,1,0,69,144.0,4.2,0.5,30.7,0.8,273.0,1,tier
32,1452463,一配椒鹽檸檬鯖魚飯糰,1,壽司手卷飯糰,1,1,59,156.0,5.4,1.3,30.6,4.2,352.0,1,tier
33,1452477,黑胡椒洋蔥豬飯糰,1,壽司手卷飯糰,1,1,49,167.0,4.3,1.2,34.8,1.3,366.0,1,tier
34,1172495,正男醬香烤飯糰(2入),15,冷凍食品,1,0,130,340.0,7.0,2.2,73.0,3.4,284.0,2,curated
35,1172504,小白起司烤飯糰(2入),15,冷凍食品,1,1,130,380.0,10.0,5.8,72.4,4.4,472.0,2,curated
36,1275819,香腸腿排雙拼便當,2,主餐麵食,1,1,99,652.0,24.3,21.7,89.8,7.6,974.0,1,tier
37,1452772,懷舊滷雙拼便當,2,主餐麵食,1,1,109,676.0,38.1,14.8,97.2,9.4,1196.0,1,tier
38,0226225,香辣醬香腸蛋炒飯,2,主餐麵食,1,1,109,815.0,18.6,36.3,103.7,2.2,1310.0,1,tier
39,1324402,鮭魚蛋炒飯,2,主餐麵食,1,1,109,688.0,20.6,22.4,100.7,0.0,1372.0,1,tier
40,2410549,輕鬆生活鮭魚炒飯,15,冷凍食品,1,1,65,556.0,15.7,15.7,87.7,2.2,660.0,1,curated
41,2410553,輕鬆生活蝦仁炒飯,15,冷凍食品,1,1,65,547.0,13.5,18.2,82.2,3.6,762.0,1,curated
42,2410694,輕鬆生活素三杯炒飯,15,冷凍食品,1,1,65,620.0,16.8,19.1,95.2,1.1,1012.0,1,curated
43,2410721,薑黃素炒飯,15,冷凍食品,1,1,65,575.0,12.4,17.0,93.2,10.7,965.0,1,curated
44,2411327,紅藜蔬食炒飯,15,冷凍食品,1,1,65,515.0,13.7,17.2,76.4,5.0,1111.0,1,curated
45,0910569,川味麻婆燒豆腐燴飯,2,主餐麵食,1,1,99,684.0,26.5,19.8,99.2,0.0,1592.0,1,tier
46,1167775,港式香滑嫩蛋牛肉燴飯,2,主餐麵食,1,1,99,521.0,20.4,5.2,97.6,0.0,1332.0,1,tier
47,1429632,蔥爆牛肉燴飯,2,主餐麵食,1,1,109,617.0,22.8,14.5,98.9,5.0,1254.0,1,tier
48,0791147,火腿起司蛋三明治,3,三明治漢堡,1,1,49,202.0,6.2,10.4,21.1,4.1,358.0,1,tier
49,1088763,香鬆起司蛋三明治(植覺生活),3,三明治漢堡,1,1,49,201.0,6.1,9.9,22.1,6.5,316.0,1,tier
50,1166892,紐奧良風味烤雞鮮蔬三明治,3,三明治漢堡,1,1,69,205.0,14.0,7.5,20.5,5.0,626.0,1,tier
51,1231249,經典火腿玉米蛋三明治,3,三明治漢堡,1,1,59,168.0,8.6,8.8,13.5,1.3,388.0,1,tier
52,1234506,雞蛋沙拉三明治,3,三明治漢堡,1,1,59,204.0,7.1,10.2,20.8,2.4,426.0,1,tier
53,1284747,好多菜三明治(植覺生活),3,三明治漢堡,1,0,59,161.0,4.5,7.7,18.6,4.1,203.0,1,tier
54,1319746,藍莓優格三明治,3,三明治漢堡,1,1,49,151.0,4.5,4.4,23.4,7.0,203.0,1,tier
55,1397659,香蕉可可三明治,3,三明治漢堡,1,0,59,193.0,4.2,7.7,26.8,7.0,201.0,1,tier
56,1444090,肉鬆火腿三明治,3,三明治漢堡,1,1,49,218.0,6.4,10.7,24.2,5.4,389.0,1,tier
57,1444109,醬燒烤雞三明治,3,三明治漢堡,1,1,59,199.0,10.4,8.0,21.2,1.8,553.0,1,tier
58,1444222,好多蛋三明治,3,三明治漢堡,1,1,69,294.0,10.9,15.4,27.9,3.6,592.0,1,tier
59,1444240,經典總匯三明治,3,三明治漢堡,1,0,59,209.0,8.6,9.3,22.7,3.1,499.0,1,tier
60,1444254,鮪魚起司溏心蛋三明治,3,三明治漢堡,1,1,59,240.0,9.9,12.3,22.4,4.6,450.0,1,tier
61,1452481,榛果摩卡脆脆三明治,3,三明治漢堡,1,0,45,170.0,4.1,6.8,23.2,7.1,199.0,1,curated
62,1454647,茄汁厚起司三明治,3,三明治漢堡,1,1,59,257.0,10.8,11.2,28.4,4.9,446.0,1,tier
63,0894707,三明治造型魚板,12,現煮鍋物,1,1,20,89.0,3.7,5.1,7.1,2.6,239.0,1,curated
64,0472163,日清草莓三明治餅乾,18,點心零食,1,0,256,680.0,9.6,33.6,85.6,30.4,696.0,8,curated
65,1123478,OREO三明治餅乾牛奶巧克力,18,點心零食,1,1,160,475.0,5.0,25.0,58.0,46.0,185.0,5,curated
66,3910320,日清奶油三明治,18,點心零食,1,0,256,599.2,8.0,28.0,80.0,24.0,640.0,8,curated
67,3910443,日清巧克力三明治餅乾,18,點心零食,1,1,256,656.0,10.4,34.4,78.4,24.8,584.0,8,curated
68,0754929,三明治火腿-添加DHA藻油,19,加工食品,1,1,180,260.0,18.4,11.6,20.4,3.2,1192.0,4,curated
69,1331415,日式漢堡排,5,小菜、滷味、湯品,1,1,45,248.0,13.8,18.1,7.5,5.3,376.0,1,curated
70,1338221,呦皮漢堡QQ糖,18,點心零食,1,0,50,94.0,1.4,0.0,22.2,14.6,10.6,2,curated
71,1429955,蔬菜烘蛋起司貝果堡,3,三明治漢堡,1,1,69,363.0,15.3,13.8,44.4,6.0,694.5,1,tier
72,1395261,蜂蜜海鹽乳酪抹茶貝果,7,麵包,1,1,59,232.0,8.2,5.0,38.7,6.7,338.0,1,tier
73,1406549,藍莓乳酪貝果,7,麵包,1,1,59,234.0,8.6,3.9,40.9,9.0,306.0,1,tier
74,1406553,莫札瑞拉起司火腿貝果,7,麵包,1,1,59,252.0,17.9,5.4,32.9,5.5,399.0,1,tier
75,1277998,貝果脆片-奶油蒜香風味,18,點心零食,1,0,32,103.4,3.9,3.0,16.7,0.2,117.0,1,curated
76,1278003,貝果脆片-義式披薩風味,18,點心零食,1,0,32,99.0,3.8,2.2,17.3,1.3,174.0,1,curated
77,1438992,貝果脆片—法式黑松露風味,18,點心零食,1,0,32,162.9,5.0,6.9,22.1,0.7,161.0,1,curated
78,0208023,黃金奶油鹽可頌,7,麵包,1,0,49,267.0,7.3,11.5,33.6,4.2,504.0,1,tier
79,1316493,巧克力麻糬QQ可頌,7,麵包,1,0,59,360.0,6.2,18.5,42.2,19.9,338.0,1,tier
80,1387739,香醇蜂蜜小可頌,7,麵包,1,0,59,217.0,3.9,12.3,22.6,6.7,199.0,1,tier
81,1448567,焙煎小麥鹽可頌,7,麵包,1,0,49,238.0,7.4,7.6,34.9,2.9,450.0,1,tier
82,1820062,丹麥菠蘿可頌,7,麵包,1,0,49,390.0,7.9,19.4,46.0,25.6,196.0,1,tier
83,1442298,黑胡椒豬肉鐵板炒麵麵包,3,三明治漢堡,1,1,79,318.0,12.4,9.6,45.3,7.6,718.0,1,tier
84,0076456,鹽麴蔥花麵包,7,麵包,1,0,49,320.0,9.1,12.2,43.4,8.8,435.0,1,tier
85,0226857,菠蘿麵包,7,麵包,1,1,49,395.0,10.5,14.2,56.2,15.4,217.0,1,tier
86,0590890,椰香葡萄麵包,7,麵包,1,0,49,370.0,9.5,14.6,50.1,18.7,304.0,1,tier
87,0632498,榛果濃可可滿餡,7,麵包,1,0,59,379.0,9.1,19.1,42.8,16.3,223.0,1,tier
88,0892414,帕瑪森熱狗麵包,7,麵包,1,0,30,180.0,6.4,4.6,28.3,5.3,180.0,1,curated
89,0947867,墨西哥葡萄奶酥麵包,7,麵包,1,0,49,467.0,9.7,22.2,57.2,26.6,466.0,1,tier
90,1133889,芋泥金沙麻吉麵包,7,麵包,1,0,59,269.0,7.1,4.8,49.5,11.6,222.0,1,tier
91,1354780,果漾草莓麵包,7,麵包,1,0,49,258.0,6.7,4.5,47.7,16.5,258.0,1,tier
92,1356164,香蒜起司麵包,7,麵包,1,1,49,286.0,10.4,10.4,37.7,4.0,509.0,1,tier
93,1406567,牛角麵包,7,麵包,1,1,59,344.0,7.5,17.6,39.0,7.7,341.0,1,tier
94,1415659,菠蘿奶酥麵包,7,麵包,1,0,49,391.0,8.6,17.5,49.7,21.7,310.0,1,tier
95,1417188,黑咖哩牛肉麵包,7,麵包,1,1,59,286.0,5.7,20.7,19.1,4.4,378.0,1,tier
96,1448503,紅豆燕麥麵包,7,麵包,1,1,59,250.0,8.0,5.6,41.9,9.5,183.0,1,tier
97,1448553,一配小菠蘿麵包,7,麵包,1,1,49,374.0,11.0,14.8,49.4,8.0,266.0,2,tier
98,1830055,起司火腿麵包,7,麵包,1,1,49,234.0,7.4,6.3,36.8,7.3,320.0,1,tier
99,1870021,紅豆麵包,7,麵包,1,1,49,261.0,8.4,2.7,50.8,16.7,200.0,1,tier
100,1870071,海苔肉鬆沙拉麵包,7,麵包,1,1,49,449.0,12.2,24.2,45.7,14.0,454.0,1,tier
101,1870130,熱狗麵包,7,麵包,1,0,30,172.0,5.8,4.2,27.8,6.1,175.0,1,curated
102,1870162,克林姆麵包,7,麵包,1,0,49,249.0,6.8,5.7,42.6,6.4,224.0,1,tier
103,1870194,奶酥麵包,7,麵包,1,1,49,444.0,10.9,21.3,52.2,19.8,252.0,1,tier
104,1871009,果粒草莓滿餡麵包,7,麵包,1,0,59,289.0,6.3,9.3,44.9,12.6,204.0,1,tier
105,1871063,深焙花生滿餡麵包,7,麵包,1,1,59,432.0,10.3,25.2,40.9,14.4,311.0,1,tier
106,1871445,起酥肉鬆麵包,7,麵包,1,1,49,370.0,9.8,15.3,48.3,9.8,348.0,1,tier
107,1970174,手工拔絲麵包,7,麵包,1,1,59,480.0,15.5,14.8,71.0,14.4,582.0,1,tier
108,1254182,韓國麵包三兄弟,11,燒烤食品,1,1,49,1174.8,15.2,54.8,155.2,48.0,280.0,4,tier
109,1374966,蒜香乳酪麵包,11,燒烤食品,1,1,270,2056.2,37.2,131.4,181.2,36.6,1908.0,6,curated
110,1405311,麵包小偷造型葡萄軟糖,18,點心零食,1,0,25,231.0,4.5,0.0,53.3,38.7,14.0,1,curated
111,3730196,麵包超人葡萄QQ糖,18,點心零食,1,0,50,62.4,1.6,0.0,14.0,13.8,0.0,2,curated
112,3731310,麵包超人水果棒棒糖,18,點心零食,1,0,625,790.0,0.0,0.0,197.5,197.5,0.0,25,curated
113,0746401,青檸烤雞握沙拉(健康志向),4,生鮮蔬果沙拉,0,1,65,221.0,10.7,8.2,26.3,9.4,590.0,1,curated
114,0824526,凱薩沙拉(植覺生活),4,生鮮蔬果沙拉,0,0,65,43.2,1.4,0.8,7.6,3.0,40.0,1,curated
115,0824530,元氣滿滿野蔬沙拉(植覺生活),4,生鮮蔬果沙拉,0,0,65,60.4,1.6,0.4,12.6,8.1,19.8,1,curated
116,1057093,蔥鹽雞肉麵沙拉(健康志向),4,生鮮蔬果沙拉,1,1,99,186.0,15.2,5.6,18.6,6.5,642.0,1,tier
117,1057152,莎莎烤雞麵沙拉(健康志向),4,生鮮蔬果沙拉,1,1,99,236.0,12.6,5.5,33.9,8.7,892.0,1,tier
118,1408664,溏心蛋洋芋沙拉,4,生鮮蔬果沙拉,0,1,65,143.0,4.9,6.4,16.4,3.9,309.0,1,curated
119,1417924,冰烤地瓜沙拉,4,生鮮蔬果沙拉,0,0,65,66.1,1.2,0.1,15.1,8.6,35.5,1,curated
120,1436118,歐式田園沙拉,4,生鮮蔬果沙拉,0,0,65,21.4,0.5,0.2,4.4,3.3,14.3,1,curated
121,1436304,海藻野菜沙拉,4,生鮮蔬果沙拉,0,0,65,20.4,1.0,0.0,4.1,1.6,122.0,1,curated
122,0156755,輕沙拉,19,加工食品,0,0,295,365.0,2.0,30.0,21.5,15.0,520.0,5,curated
123,0479365,全素沙拉,19,加工食品,0,0,295,595.0,0.5,58.5,17.0,14.0,310.0,5,curated
124,1620034,桂冠沙拉,19,加工食品,0,0,295,645.0,1.0,65.0,13.0,13.0,455.0,5,curated
125,1119863,嫩烤香料雞胸排蔬滿盒(健康志向),2,主餐麵食,1,1,85,266.0,28.0,9.0,18.3,1.7,796.0,1,curated
126,0357416,秘香椒麻嫩雞胸,5,小菜、滷味、湯品,0,1,45,148.8,29.0,1.9,3.8,3.7,571.0,1,curated
127,0634309,古早味香滷嫩雞胸,5,小菜、滷味、湯品,0,1,45,135.9,28.1,0.7,4.3,3.4,448.4,1,curated
128,1032099,法式香草嫩雞胸,5,小菜、滷味、湯品,0,1,45,106.0,20.8,1.5,2.3,0.0,571.0,1,curated
129,1197285,招牌韓式嫩雞胸,5,小菜、滷味、湯品,0,1,45,145.6,28.7,1.2,5.0,2.3,646.3,1,curated
130,1400711,山賊燒風味烤雞胸棒,5,小菜、滷味、湯品,0,1,45,98.3,12.5,4.3,2.4,1.7,241.4,1,curated
131,1630354,香蔥經典嫩雞胸,5,小菜、滷味、湯品,0,1,45,154.0,22.4,5.3,4.14,1.4,563.0,1,curated
132,1631100,義式經典嫩雞胸,5,小菜、滷味、湯品,0,1,45,119.8,21.7,3.0,1.5,1.3,481.0,1,curated
133,1057475,轟炸椒麻辣雞胸,11,燒烤食品,0,1,45,201.0,14.2,11.3,10.5,1.0,581.0,1,curated
134,1448585,真食雞胸-經典原味,19,加工食品,0,1,59,272.0,36.3,12.4,3.8,2.9,207.5,1,curated
135,1160050,美式雞腿堡,3,三明治漢堡,1,1,79,379.0,17.8,18.7,34.6,5.4,730.0,1,tier
136,0427209,匈牙利風味香草烤雞腿,5,小菜、滷味、湯品,0,1,45,150.0,24.2,5.7,0.5,0.0,605.0,1,curated
137,1321177,蛤蜊燉雞腿湯,5,小菜、滷味、湯品,0,1,45,135.0,21.1,4.8,2.0,0.7,687.0,1,curated
138,0916165,轟炸火辣雞腿排,11,燒烤食品,0,1,45,281.0,22.6,16.2,11.2,1.5,648.0,1,curated
139,1001874,燻香雞腿排,11,燒烤食品,0,1,45,293.0,30.2,18.2,2.1,2.1,690.0,1,curated
140,1002107,韓式火焰辣烤雞腿,11,燒烤食品,0,1,45,276.3,33.3,13.1,6.3,2.0,1020.0,1,curated
141,1107882,蒜米狠雞腿,11,燒烤食品,0,1,45,183.0,22.1,9.4,2.5,0.8,468.0,1,curated
142,1277534,原味雞腿排,11,燒烤食品,0,1,450,3293.0,188.0,201.0,183.0,11.0,3900.0,10,curated
143,0761469,美式BBQ烤雞腿,15,冷凍食品,1,1,65,206.2,23.4,11.0,3.4,3.4,749.0,1,curated
144,2491028,霸王黃金香雞腿,15,冷凍食品,1,1,65,189.0,14.7,10.6,8.7,0.0,598.0,1,curated
145,2491032,霸王黃金酷辣雞腿排,15,冷凍食品,1,1,65,334.0,20.8,22.3,12.6,0.0,693.0,1,curated
146,2492024,香烤雞腿條,15,冷凍食品,1,1,65,95.0,14.5,2.2,4.3,1.3,375.0,1,curated
147,2492060,照燒雞腿肉串,15,冷凍食品,1,1,65,78.3,10.0,3.0,2.8,2.3,353.0,1,curated
148,0441811,韓式辣炒豬肉飯卷,1,壽司手卷飯糰,1,1,69,191.0,6.3,3.1,34.3,2.2,522.0,1,tier
149,0842823,沙茶豬肉炒麵,2,主餐麵食,1,1,99,556.0,22.0,19.3,73.2,6.8,1570.0,1,tier
150,0925720,里肌豬排可可咖哩歐姆蛋飯,2,主餐麵食,1,1,109,735.0,24.2,25.1,103.3,2.4,1199.0,1,tier
151,1134003,水水灶咖-泰式辣炒豬肉飯,2,主餐麵食,1,1,69,344.0,10.0,9.6,54.2,3.1,477.0,1,tier
152,1070213,豬肉起司堡,3,三明治漢堡,1,1,49,208.0,11.1,7.4,24.1,2.0,672.0,1,tier
153,1070336,豬肉起司蛋堡,3,三明治漢堡,1,1,59,237.0,14.9,8.1,26.3,1.5,793.0,1,tier
154,1215326,厚豆腐蛋白蕈菇豬肉堡(健康志向),3,三明治漢堡,1,1,69,230.0,14.9,6.5,28.0,1.8,754.0,1,tier
155,0346009,糖燻豬耳絲,5,小菜、滷味、湯品,0,1,45,170.0,16.1,11.2,1.3,0.9,473.0,1,curated
156,1550378,及第豬肉熟水餃,5,小菜、滷味、湯品,0,1,45,456.0,15.0,26.3,39.7,4.1,1471.0,1,curated
157,0175058,玉米豬肉手工水餃,15,冷凍食品,1,1,65,295.0,13.5,10.9,35.7,5.3,548.0,1,curated
158,0911824,高麗菜豬肉熟水餃,15,冷凍食品,1,1,195,384.0,15.3,17.4,41.1,3.3,684.0,3,curated
159,4020588,快車肉乾招牌蜜汁豬肉乾,18,點心零食,0,1,32,156.0,17.0,2.6,16.0,14.7,454.0,1,curated
160,1188270,醬香豬耳絲,19,加工食品,0,1,45,393.0,37.2,25.8,3.0,1.9,1092.0,1,curated
161,4332240,滿漢大餐蔥燒豬肉麵,19,加工食品,1,1,45,583.0,16.2,29.3,63.3,1.5,1779.0,1,curated
162,4530426,精緻豬肉鬆,19,加工食品,0,1,405,846.0,60.3,31.5,81.0,53.1,1755.0,9,curated
163,1441529,鐵板牛套餐包手卷,1,壽司手卷飯糰,1,1,79,321.0,8.2,8.2,53.3,2.5,558.0,1,tier
164,0590131,紅燒雙寶牛肉麵,2,主餐麵食,1,1,85,577.0,32.8,15.9,75.5,3.5,1680.0,1,curated
165,0978278,糖燻野郎三十天熟成牛飯,2,主餐麵食,1,1,109,669.0,17.9,23.0,97.7,16.6,1166.0,1,tier
166,0672987,經典雙牛起司堡,3,三明治漢堡,1,1,69,328.0,19.0,13.5,32.4,5.0,658.0,1,tier
168,1358207,香滷牛肚絲,5,小菜、滷味、湯品,0,1,45,122.0,19.8,1.7,6.8,6.8,1156.0,1,curated
169,1076332,蜂蜜牛奶球,6,蛋糕甜品,0,1,35,242.0,6.5,5.7,41.1,8.7,86.0,1,curated
170,1301496,CONFEX蛋糕-牛奶味,6,蛋糕甜品,0,1,35,307.0,6.4,8.1,52.0,23.4,62.0,1,curated
171,1293293,雞蛋牛奶手排包,7,麵包,1,1,49,473.0,11.7,19.2,63.3,19.1,568.0,1,tier
172,1870203,香濃牛奶好棒棒,7,麵包,1,1,49,474.0,10.8,20.5,61.6,13.0,323.0,1,tier
173,0469172,經典黑炫牛奶酷繽沙,8,現做飲料,0,1,50,472.0,7.1,26.0,52.4,38.8,174.0,1,curated
174,1050441,大冰椰棗蜜牛奶,8,現做飲料,0,1,50,214.0,0.0,0.0,0.0,30.0,0.0,1,curated
175,1070322,經典黑炫牛奶酷繽沙,8,現做飲料,0,1,50,347.0,0.0,0.0,0.0,37.0,0.0,1,curated
176,1090344,光泉麥芽牛乳酷繽沙,8,現做飲料,0,1,50,212.4,2.5,6.8,35.3,29.8,120.0,1,curated
177,1090526,光泉麥芽牛乳咖啡冰沙,8,現做飲料,0,1,50,212.4,2.5,6.8,35.3,29.8,120.0,1,curated
178,1122686,芒好喝牛奶酷繽沙,8,現做飲料,0,1,50,261.0,0.0,0.0,0.0,51.0,0.0,1,curated
179,1135154,特大冰紅心芭樂牛奶,8,現做飲料,0,1,50,432.0,0.0,0.0,0.0,69.0,0.0,1,curated
180,1169468,芋賣尬牛奶酷繽沙,8,現做飲料,0,1,50,320.0,0.0,0.0,0.0,41.0,0.0,1,curated
181,1189799,香蕉牛奶酷繽沙,8,現做飲料,0,1,50,384.0,0.0,0.0,0.0,55.0,0.0,1,curated
182,1189826,MM巧克力牛奶酷繽沙,8,現做飲料,0,1,50,399.0,0.0,0.0,0.0,61.0,0.0,1,curated
183,1208486,特大冰香蕉火龍果牛奶,8,現做飲料,0,1,50,385.0,0.0,0.0,0.0,65.0,0.0,1,curated
184,0213848,Niseko牛奶巧酥雪糕,14,冰品,0,1,30,200.6,2.8,11.6,21.3,13.2,102.0,1,curated
185,0260540,紅茶牛奶焦糖奶蓋雪糕,14,冰品,0,1,30,175.4,2.5,9.0,21.1,15.7,43.0,1,curated
186,0471535,牧場直送4.0牛奶雪糕,14,冰品,0,1,30,165.9,2.9,9.9,16.3,13.0,55.0,1,curated
187,0619505,牧場直送4.0巧克力牛奶雪糕,14,冰品,0,1,30,175.0,3.0,9.4,19.6,15.0,32.0,1,curated
188,1056938,義美綠豆沙牛奶冰棒,14,冰品,0,1,30,174.0,4.2,6.0,25.7,15.5,16.1,1,curated
189,1074358,Niseko牛奶巧酥冰幸福杯,14,冰品,0,1,240,328.0,5.6,14.4,44.0,27.2,128.0,8,curated
190,1191293,多重莓果牛乳雪糕,14,冰品,0,1,30,263.0,2.8,18.0,22.4,17.3,35.7,1,curated
191,1409729,桂冠芋角牛奶Ｑ雪糕,14,冰品,0,1,30,174.0,2.3,6.9,25.5,19.5,56.0,1,curated
192,1439275,牧場直送４．０花生牛奶雪糕,14,冰品,0,1,30,188.3,3.0,11.9,17.3,12.8,39.0,1,curated
193,2310014,義美紅豆粉粿牛奶冰棒,14,冰品,0,1,30,168.0,3.7,5.5,25.8,12.5,41.0,1,curated
194,2310064,紅豆牛奶冰棒,14,冰品,0,1,30,164.0,4.9,5.7,23.1,10.7,31.0,1,curated
195,2351195,森永牛奶糖雪派,14,冰品,0,1,30,209.9,3.9,7.8,31.1,18.2,55.5,1,curated
196,0722849,牛蒡海鮮丸子,15,冷凍食品,1,1,65,378.0,28.5,15.1,32.0,11.6,2016.0,1,curated
197,0157115,福樂超能蛋白牛乳奶茶風味,16,乳製品,0,1,38,200.0,20.3,1.9,25.5,25.5,315.0,1,curated
198,0434917,光泉草莓牛乳,16,乳製品,0,1,28,142.1,4.9,2.9,24.1,23.2,116.0,1,curated
199,0490579,福樂超能蛋白營養牛乳可可口味,16,乳製品,0,1,38,206.0,20.3,2.3,25.9,25.9,274.0,1,curated
200,0618490,光泉高鈣牛乳,16,乳製品,0,1,28,279.2,13.2,13.6,26.0,19.6,236.0,1,curated
201,1071364,光泉麥芽牛乳936ml,16,乳製品,0,1,75,593.4,17.7,18.6,88.8,67.5,636.0,3,curated
202,1116106,味全高鈣高蛋白雙效營養牛乳,16,乳製品,0,1,38,217.0,20.6,3.8,25.1,25.1,225.0,1,curated
203,1257126,義美優質高蛋白牛乳無加糖,16,乳製品,0,1,38,195.0,20.0,5.3,16.9,11.1,78.4,1,curated
204,1330473,福樂超能蛋白牛乳鮮莓風味,16,乳製品,0,1,38,207.0,21.4,1.1,27.8,27.8,229.5,1,curated
205,1330487,光泉優質蛋白草莓牛奶,16,乳製品,0,1,38,200.8,16.4,1.6,33.2,25.6,264.0,1,curated
206,1357556,士力架草莓可可牛奶,16,乳製品,0,1,28,229.9,7.5,7.9,32.3,30.0,116.0,1,curated
207,2810014,光泉果汁牛乳936ml,16,乳製品,0,1,75,558.3,15.9,15.9,87.9,83.4,345.0,3,curated
208,2810032,光泉巧克力牛乳936ml,16,乳製品,0,1,75,597.6,23.4,13.2,96.3,90.0,588.0,3,curated
209,2820025,統一木瓜牛乳,16,乳製品,0,1,112,253.6,7.6,7.2,39.6,39.2,232.0,4,curated
210,2820102,綠豆沙牛乳,16,乳製品,0,1,28,231.2,6.8,7.2,34.8,32.8,128.0,1,curated
211,2820198,瑞穗麥芽牛奶,16,乳製品,0,1,28,279.0,7.2,10.0,40.0,37.6,200.0,1,curated
212,2820239,光泉木瓜牛乳,16,乳製品,0,1,28,248.8,7.2,7.2,38.8,30.8,300.0,1,curated
213,2820334,光泉果汁牛乳,16,乳製品,0,1,28,178.3,4.9,5.5,27.3,25.8,107.0,1,curated
214,2820348,光泉巧克力牛乳,16,乳製品,0,1,28,185.7,7.3,4.1,29.9,27.8,183.0,1,curated
215,2820566,光泉富維他牛乳,16,乳製品,0,1,28,230.0,6.0,7.6,34.4,33.6,168.0,1,curated
