salePageId,title,price,suggestPrice,isSoldOut
11641120,【歡樂食族】黃金香蒜腿排(帶踝)(400g(200gx2入)/包),129,135,False
11529642,【禧藏】美國修清背肩牛排(100g±10%/包),95,120,False
11467502,【禧藏】澳洲經典和牛牛排(100g±10%),95,120,False
11467480,【禧藏】澳洲和牛沙朗牛排(150g±10%),155,199,False
11463920,【優鮮豚】特選梅花豬排(150g±4.5%/片),99,189,False
11452718,【漢克嚴選】澳洲穀飼溼式熟成牛排(120g±10%/片/包),129,172,False
11417745,【禧藏】日本F1雪凝燒肉片(100g±10%),99,120,False
11417736,【禧藏】日本熊本和牛牛排 [臀肉](100g±10%),99,120,False
11417722,【禧藏】日本F1霜降牛排 [腰肉](100g±10%),99,120,False
10760056,【享吃美味】爆汁雞肉捲(400g/包;5條/包),185,350,False
10341108,【冷凍店取-禧藏】澳洲和牛霜降肉片(100gx1),125,150,False
10041855,【冷凍店取-大成食品】紹興紅麴雞肉香腸(300g),169,219,False
8173736,【冷凍店取－勝崎生鮮】紐西蘭雪花羊火鍋肉片(２００±１０％公克／１盒),188,399,False
11681075,【冷凍店取-享吃肉肉】紐西蘭草飼特選牛舌(150g±10%/盒),279,499,False
11681074,【台灣香腸食品】台灣心肉丁香腸(原味)(200g/包),168,210,False
11662270,【廚鮮王】紐西蘭小羔羊肉塊(350g±10%/包),349,599,False
11641117,【歡樂食族】紐澳良風味腿排(帶踝)(400g(200gx2入)/包),129,135,False
11603389,【廚鮮王】台灣雪花豬排(120g±10%/包),65,99,False
11549595,【強匠－燒客】紐奧良骨腿(275g±25g/片),99,119,False
11417773,【禧藏】美國黑牛沙朗牛排(100g±10%),99,120,False
10964452,【大成食品】翅小腿(益活雞)(1盒x1),155,220,False
10760052,【肉董仔】黑胡椒牛柳(300±5%gx1),159,199,False
10434585,【大成食品】法系紅牌鹿野土雞里肌胸(300gx1),179,229,False
9632726,【冷凍店取-享吃肉肉】鮮嫩無骨雞腿排(225g±10%/包),85,140,False
9373049,【冷凍店取-勝崎生鮮】美國安格斯藍帶爆汁梅花骰子牛(200±10%g/包),149,319,False
7816028,【冷凍店取－勝崎生鮮】澳洲卡拉拉金牌和牛Ｍ９霜降牛排(２００±１０％公克)(效期至2026/09/10),269,539,False
11485525,【廚鮮王】美國安格斯Prime帶骨牛小排(200g±10%/包),230,350,False
